date, pm25, pm10, o3, no2, so2, co
2025/5/2, 39, 19, 20, 12, , 1
2025/5/3, 44, 23, 28, 15, , 2
2025/5/4, 61, 23, 27, 10, , 1
2025/5/5, 61, 41, 21, 17, , 2
2025/5/6, 53, 31, 15, 24, , 5
2025/5/7, 71, 32, 18, 24, , 4
2025/5/8, 68, 32, 19, 26, , 10
2025/5/9, 72, 33, 22, 20, , 6
2025/5/10, 55, 33, 7, 14, , 2
2025/5/11, 32, 31, 12, 6, , 1
2025/5/12, 17, 13, 10, 9, , 1
2025/5/13, 30, 15, 12, 11, , 2
2025/5/14, 35, 17, 12, 13, , 2
2025/5/15, 29, 25, 14, 18, , 1
2025/5/16, 47, 29, 15, 21, , 3
2025/5/17, 58, 36, 19, 19, , 4
2025/5/18, 63, 29, 19, 15, , 7
2025/5/19, 57, 35, 13, 24, , 8
2025/5/20, 56, 44, 17, 27, , 10
2025/5/21, 67, 49, 25, 27, , 8
2025/5/22, 95, 33, 19, 21, , 6
2025/5/23, 73, 12, 6, 12, , 2
2025/5/24, 18, 11, 10, 8, , 1
2025/5/25, 27, 18, 19, 12, , 2
2025/5/26, 38, 33, 15, 21, , 7
2025/5/27, 55, 33, 11, 17, , 7
2025/5/28, 51, 28, 10, 10, , 1
2025/5/29, 30, 19, 9, 13, , 4
2025/5/30, 22, 36, 12, 19, , 7
2025/5/31, 60, 28, 19, 15, , 1
2025/6/1, 55, , , , , 
2025/4/2, 55, 28, 39, 17, , 2
2025/4/3, 44, 22, 21, 16, , 4
2025/4/4, 28, 17, 14, 18, , 7
2025/4/5, 18, 14, 9, , , 3
2025/4/6, 56, 17, 12, , , 5
2025/4/8, 15, 27, 24, 27, , 5
2025/4/9, 52, 29, 18, 20, , 5
2025/4/10, 43, 18, 7, 20, , 3
2025/4/11, 43, 16, 17, 18, , 4
2025/4/14, 34, 9, 7, , , 1
2025/4/15, 16, 15, 20, 16, , 1
2025/4/16, 38, 26, 18, 20, , 2
2025/4/17, 57, 24, 19, 17, , 2
2025/4/18, 57, 13, 21, 11, , 1
2025/4/19, 35, 12, 17, 13, , 3
2025/4/20, 29, 8, 13, 5, , 1
2025/4/21, 24, 8, 14, 5, , 1
2025/4/22, 22, 12, 14, 9, , 1
2025/4/23, 33, 20, 14, 14, , 1
2025/4/24, 47, 20, 9, 16, , 2
2025/4/25, 43, 15, 1, 22, , 3
2025/4/26, 44, 13, 22, 12, , 2
2025/4/27, 35, 18, 21, 14, , 2
2025/4/28, 59, 23, 8, 17, , 3
2025/4/29, 49, 15, 13, 12, , 2
2025/4/30, 32, 18, 22, 12, , 1
2025/5/1, 41, 15, 22, 7, , 1
2025/1/8, 35, 17, 23, 10, , 1
2025/1/9, 30, 14, 25, 9, , 1
2025/1/10, 31, 14, 14, 8, , 1
2025/1/11, 27, 15, 25, 9, , 1
2025/1/12, 29, 17, 31, 9, , 1
2025/1/13, 22, 9, 14, 4, , 1
2025/1/14, 22, 11, 16, 7, , 1
2025/1/15, 25, 14, 11, 9, , 1
2025/1/16, 28, 19, 22, 10, , 1
2025/1/17, 33, 20, 17, 12, , 2
2025/1/18, 21, 15, 7, 15, , 3
2025/1/19, 23, 17, 16, 16, , 5
2025/1/20, 29, 17, 19, 12, , 3
2025/1/21, 21, 17, 22, 13, , 3
2025/1/22, 24, 20, 18, 15, , 4
2025/1/23, 38, 29, 27, 21, , 5
2025/1/24, 28, 21, 43, 12, , 3
2025/1/25, 46, 26, 63, 31, , 4
2025/1/26, 83, 45, 29, 16, , 8
2025/1/28, 19, 12, 21, 16, , 2
2025/2/13, 39, 28, 27, 21, , 5
2025/2/14, 39, 27, 17, 25, , 5
2025/2/15, 45, 28, 29, 22, , 5
2025/2/16, 53, 27, 47, 14, , 3
2025/2/17, 31, 19, 29, 12, , 4
2025/2/18, 34, 27, 30, 22, , 6
2025/2/19, 45, 33, 36, 21, , 7
2025/2/20, 37, 20, 28, 24, , 10
2025/2/21, 45, 22, 27, 17, , 4
2025/2/22, 47, 22, 36, 13, , 3
2025/2/23, 33, 14, 24, 8, , 1
2025/2/24, 42, 16, 34, 7, , 1
2025/2/25, 37, 20, 23, 12, , 2
2025/2/26, 43, 27, 30, 17, , 3
2025/2/27, 40, 25, 32, 19, , 4
2025/2/28, 46, 30, 39, 22, , 5
2025/3/1, 56, , 46, 18, , 6
2025/3/2, 53, 26, 26, 13, , 4
2025/3/3, 43, 21, 36, 10, , 3
2025/3/4, 36, 19, 51, 11, , 2
2025/3/5, 32, 18, 28, 7, , 2
2025/3/6, 44, 24, 28, 10, , 2
2025/3/7, 54, 28, 32, 11, , 2
2025/3/8, 26, , 24, 10, , 3
2025/3/9, 28, , 34, 9, , 2
2025/3/10, 35, 16, 29, 10, , 1
2025/3/11, 27, 14, 21, 11, , 1
2025/3/12, 45, 21, 30, 18, , 3
2025/3/13, 43, 21, 41, 19, , 3
2025/3/14, 43, 11, 19, 24, , 1
2025/3/15, 32, 16, 17, 16, , 2
2025/3/16, 25, 10, 27, 7, , 1
2025/3/17, 21, 8, 11, 6, , 1
2025/3/18, 32, 16, 16, 11, , 1
2025/3/19, 32, 17, 23, 16, , 2
2025/3/20, 18, , 9, 12, , 2
2025/3/21, 21, 13, 16, 10, , 1
2025/3/22, 31, 15, 17, 11, , 1
2025/3/23, 37, 18, 25, 10, , 2
2025/3/24, 38, 15, 23, , , 2
2025/3/25, 33, 15, 20, , , 2
2025/3/26, 51, 27, 25, 16, , 5
2025/3/27, 43, 19, 11, 13, , 2
2025/3/28, 37, 18, 19, 13, , 2
2025/3/29, 41, 21, 15, 18, , 4
2025/3/30, 59, 24, 33, 15, , 3
2025/3/31, 51, 21, 26, 8, , 2
2025/4/1, 39, 17, 19, 9, , 3
2024/10/2, 80, 65, , 61, , 19
2024/10/3, 134, , , , , 
2024/10/8, 46, 31, 30, 19, , 3
2024/10/9, 65, 30, 19, 21, , 2
2024/10/10, 68, 26, 17, 21, , 
2024/10/11, 63, 28, , 23, , 
2024/10/12, 63, , , , , 
2024/10/25, 23, 15, 22, , , 14
2024/10/26, 28, 21, 25, 14, , 5
2024/10/27, 46, 8, 18, 6, , 1
2024/10/28, 22, 18, 12, 15, , 5
2024/10/29, 43, 19, 13, 14, , 2
2024/10/30, 45, 19, 25, 12, , 2
2024/10/31, 39, 18, 22, 10, , 2
2024/11/1, 35, 22, 29, 14, , 3
2024/11/2, 41, 20, 20, 19, , 6
2024/11/3, 45, 22, 12, 15, , 4
2024/11/4, 55, 12, 6, 15, , 4
2024/11/5, 28, 20, 15, 20, , 5
2024/11/6, 35, 16, 23, 18, , 5
2024/11/7, 28, 13, 10, 17, , 4
2024/11/8, 18, 11, 10, 16, , 3
2024/11/9, 17, 9, 12, 9, , 1
2024/11/10, 18, 15, 26, 8, , 1
2024/11/11, 31, 18, 29, 18, , 3
2024/11/12, 30, 30, 23, 22, , 5
2024/11/13, 45, 13, 11, 13, , 2
2024/11/14, 25, 17, 11, 13, , 1
2024/11/15, 36, 15, 27, 9, , 1
2024/11/16, 37, 15, 20, 14, , 1
2024/11/17, 38, 12, 32, 8, , 2
2024/11/18, 33, 19, 29, 16, , 3
2024/11/19, 34, 24, 28, 13, , 4
2024/11/20, 44, , , , , 
2024/11/22, 16, 10, 9, 10, , 2
2024/11/23, 21, 8, 11, 7, , 1
2024/11/24, 18, 9, 17, 6, , 1
2024/11/25, 21, 20, 31, 15, , 2
2024/11/26, 31, 34, 33, 27, , 5
2024/11/27, 50, 44, 33, 37, , 6
2024/11/28, 55, 39, 31, 31, , 7
2024/11/29, 50, 18, 17, 21, , 2
2024/11/30, 33, 19, 24, 15, , 2
2024/12/1, 37, , 34, 8, , 2
2024/12/2, 46, , 18, 18, , 5
2024/12/3, 32, 11, 9, 14, , 3
2024/12/4, 14, 11, 12, 9, , 2
2024/12/5, 23, 21, 22, 17, , 3
2024/12/6, 41, 36, 22, 23, , 6
2024/12/7, 43, 29, 30, 14, , 2
2024/12/8, 35, 13, 16, 11, , 3
2024/12/9, 29, 22, 9, 23, , 5
2024/12/10, 41, 19, 12, 17, , 4
2024/12/11, 33, 12, 17, 9, , 1
2024/12/12, 21, 17, 23, 13, , 1
2024/12/13, 30, 27, 35, 15, , 2
2024/12/14, 50, 22, 18, 14, , 3
2024/12/15, 35, 11, 19, 7, , 2
2024/12/16, 23, 19, 17, 14, , 2
2024/12/17, 26, 20, 21, 16, , 2
2024/12/18, 30, 19, 28, 12, , 2
2024/12/19, 35, 25, 30, 19, , 3
2024/12/20, 41, 32, 19, 22, , 5
2024/12/21, 39, 14, 16, 14, , 3
2024/12/22, 21, 15, 18, 12, , 3
2024/12/23, 29, 8, 10, 12, , 1
2024/12/24, 19, 10, 19, 5, , 1
2024/12/25, 27, 10, 19, 6, , 2
2024/12/26, 27, 8, 8, 12, , 4
2024/12/27, 12, 9, 8, 16, , 3
2024/12/28, 11, 13, 28, 10, , 3
2024/7/2, 52, 43, 12, 25, , 7
2024/7/3, 59, 54, 17, 34, , 13
2024/7/4, 83, 69, 9, 50, , 16
2024/7/5, 105, 65, 19, 43, , 17
2024/7/6, 123, 26, 15, 14, , 3
2024/7/7, 62, 28, , , , 
2024/7/8, 57, 13, , , , 
2024/7/9, 33, 8, 1, 22, , 
2024/7/10, 41, 21, 6, 23, , 7
2024/7/11, 42, 49, 7, 28, , 9
2024/7/12, 83, 11, 12, 13, , 1
2024/7/13, 23, 6, 9, 10, , 1
2024/7/14, 57, 15, 4, 14, , 3
2024/7/15, 51, 24, 11, 17, , 2
2024/7/16, 42, 37, 15, 21, , 4
2024/7/17, 82, 33, 21, 31, , 11
2024/7/18, 81, 42, 16, 28, , 8
2024/7/19, 74, 42, 47, 30, , 7
2024/7/20, 80, 39, 5, 23, , 4
2024/7/21, 106, 36, 36, 18, , 4
2024/7/22, 79, 48, 28, 29, , 9
2024/7/23, 93, 36, 30, 28, , 6
2024/7/24, 66, 45, 26, 35, , 6
2024/7/25, 78, 61, 25, 42, , 13
2024/7/26, 102, , 29, 53, , 14
2024/7/27, 111, 56, 33, 42, , 12
2024/7/28, 103, 55, 28, 29, , 12
2024/7/29, 96, 42, 25, 24, , 6
2024/7/30, 76, 4, 16, 8, , 1
2024/7/31, 26, 12, 22, 12, , 2
2024/8/1, 36, 34, 30, 19, , 3
2024/8/2, 62, 40, 23, 26, , 4
2024/8/3, 60, 33, 25, 23, , 4
2024/8/4, 59, 30, 19, 20, , 6
2024/8/5, 55, 36, 26, 23, , 6
2024/8/6, 68, 53, 29, 34, , 9
2024/8/7, 84, 49, 26, 30, , 7
2024/8/8, 82, 52, 31, 27, , 5
2024/8/9, 73, 38, 7, 24, , 6
2024/8/10, 79, 11, 11, 11, , 2
2024/8/11, 15, 6, 26, 15, , 6
2024/8/12, 52, 17, 15, 24, , 5
2024/8/13, 44, 23, 17, 13, , 2
2024/8/14, 42, 34, 24, 21, , 3
2024/8/15, 51, 58, 38, 30, , 9
2024/8/16, 91, 73, 56, 51, , 22
2024/8/17, 127, 64, 74, 56, , 18
2024/8/18, 131, 57, 55, 40, , 18
2024/8/19, 124, 56, , 52, , 24
2024/8/20, 117, , , 49, , 20
2024/8/21, 161, , , , , 
2024/9/19, 40, , 4, 17, , 3
2024/9/20, 46, , 45, 23, , 8
2024/9/21, 83, 19, 29, 21, , 5
2024/9/22, 50, 31, 50, 18, , 5
2024/9/23, 72, 48, 80, 30, , 11
2024/9/24, 100, 49, 63, 35, , 6
2024/9/25, 96, 53, 69, 33, , 6
2024/9/26, 97, 60, 51, 49, , 10
2024/9/27, 114, 44, 29, 25, , 5
2024/9/28, 78, 20, 29, 7, , 1
2024/9/29, 29, 20, 70, 7, , 2
2024/9/30, 32, 42, 51, 22, , 4
2024/10/1, 74, 50, 43, 29, , 6
2024/4/2, 58, 28, 27, 31, , 4
2024/4/3, 67, 32, 61, 25, , 3
2024/4/4, 66, 31, 57, 23, , 4
2024/4/5, 68, 29, 57, 21, , 2
2024/4/6, 67, , 21, 11, , 1
2024/4/7, 46, , 24, 8, , 1
2024/4/8, 40, 17, 10, 22, , 5
2024/4/9, 55, 24, 26, 23, , 4
2024/4/10, 61, 30, 37, 24, , 4
2024/4/11, 62, 30, 29, 18, , 3
2024/4/12, 73, 14, 23, 12, , 1
2024/4/13, 47, , 40, 12, , 1
2024/4/14, 50, , 20, 11, , 2
2024/4/15, 50, , 16, 17, , 4
2024/4/16, 50, , 23, 22, , 3
2024/4/17, 52, 26, 16, 20, , 5
2024/4/18, 52, 9, 8, 11, , 2
2024/4/19, 26, 12, 23, 12, , 1
2024/4/20, 35, , 29, 12, , 2
2024/4/21, 45, , 27, 16, , 3
2024/4/22, 56, , 28, 26, , 6
2024/4/23, 66, 53, 29, 40, , 10
2024/4/24, 83, 59, 28, 31, , 7
2024/4/25, 80, , 17, 15, , 2
2024/4/26, 58, 15, 24, 19, , 2
2024/4/27, 67, , 30, 21, , 4
2024/4/28, 63, , 31, 17, , 4
2024/4/29, 64, , 22, 17, , 4
2024/4/30, 62, , 28, 35, , 9
2024/5/1, 89, , 34, 33, , 11
2024/5/2, 102, , 26, 31, , 8
2024/5/3, 104, 37, 28, 29, , 5
2024/5/4, 66, 37, 28, 31, , 8
2024/5/5, 70, 33, 31, 20, , 5
2024/5/6, 73, 37, 24, 29, , 6
2024/5/7, 67, 46, , 36, , 8
2024/5/8, 75, 46, 27, 29, , 8
2024/5/9, 71, 33, 22, 24, , 5
2024/5/10, 57, 31, 25, 20, , 3
2024/5/11, 52, 49, 29, 26, , 7
2024/5/12, 71, , 27, 19, , 6
2024/5/13, 71, , 28, 26, , 4
2024/5/14, 74, , 6, 13, , 2
2024/5/15, 43, 15, 7, 14, , 1
2024/5/16, 32, 39, 18, 18, , 6
2024/5/17, 72, 52, 25, , , 8
2024/5/18, 80, 43, 27, , , 7
2024/5/19, 84, 17, 24, , , 2
2024/5/20, 51, 25, 13, , , 2
2024/5/21, 50, 24, 19, , , 4
2024/5/22, 57, 41, 20, , , 6
2024/5/23, 70, 54, 22, , , 10
2024/5/24, 101, 38, 6, , , 5
2024/5/25, 57, 15, 12, , , 3
2024/5/26, 33, 6, 10, , , 1
2024/5/27, 24, 15, 3, , , 5
2024/5/28, 30, 19, 6, , , 4
2024/5/29, 38, 18, 9, , , 2
2024/5/30, 29, 18, 20, , , 1
2024/5/31, 36, 21, 16, , , 1
2024/6/1, 44, 20, 18, , , 4
2024/6/2, 43, 34, 22, , , 10
2024/6/3, 76, 35, 10, , , 7
2024/6/4, 57, 11, 11, , , 1
2024/6/5, 31, 23, 17, , , 5
2024/6/6, 58, 50, 14, , , 15
2024/6/7, 87, 54, 15, , , 17
2024/6/8, 96, 53, 26, , , 17
2024/6/9, 104, 43, 27, , , 14
2024/6/10, 91, 37, 18, , , 9
2024/6/11, 61, 56, 33, 37, , 12
2024/6/12, 105, 47, 17, 37, , 11
2024/6/13, 84, 53, 22, 35, , 10
2024/6/14, 84, 45, 16, 30, , 9
2024/6/15, 66, 43, 19, 28, , 13
2024/6/16, 69, 45, 26, 26, , 14
2024/6/17, 91, 39, 18, 27, , 7
2024/6/18, 59, 43, 17, 31, , 9
2024/6/19, 65, 42, 17, 37, , 13
2024/6/20, 84, , 20, 46, , 14
2024/6/21, 103, 48, 21, 38, , 10
2024/6/22, 96, 51, 21, 28, , 10
2024/6/23, 90, 49, 25, 24, , 12
2024/6/24, 88, 46, 21, 25, , 5
2024/6/25, 61, 13, 12, 13, , 1
2024/6/26, 26, 42, 24, 25, , 6
2024/6/27, 55, 39, 13, 26, , 6
2024/6/28, 65, 54, 14, 31, , 11
2024/6/29, 81, 42, 17, 24, , 7
2024/6/30, 70, 15, 14, 9, , 1
2024/7/1, 33, 32, 9, 17, , 4
2024/1/2, 51, 18, 38, 7, , 1
2024/1/3, 46, 14, 23, 9, , 1
2024/1/4, 32, 7, 8, 10, , 1
2024/1/5, 15, 11, 23, 9, , 1
2024/1/6, 30, 10, 38, 6, , 1
2024/1/7, 27, 15, 33, 8, , 2
2024/1/8, 41, 23, 30, 19, , 4
2024/1/9, 49, 22, 41, 22, , 4
2024/1/10, 43, 16, 33, 18, , 4
2024/1/11, 40, 14, 22, 16, , 3
2024/1/12, 28, 10, 14, 14, , 4
2024/1/13, 33, 6, 7, 20, , 1
2024/1/14, 18, 13, 26, 9, , 2
2024/1/15, 35, 17, 24, 14, , 4
2024/1/16, 45, 14, 16, 14, , 3
2024/1/17, 35, 15, 22, 15, , 3
2024/1/18, 41, 22, 33, 17, , 3
2024/1/19, 60, 13, 20, , , 4
2024/1/20, 33, 9, 20, , , 3
2024/1/21, 30, 10, 19, 7, , 3
2024/1/22, 26, 10, 18, 8, , 1
2024/1/23, 21, 7, 7, 10, , 2
2024/1/24, 17, 9, 15, 9, , 1
2024/1/25, 22, 5, 11, 6, , 1
2024/1/26, 13, 10, 12, 10, , 1
2024/1/27, 26, 9, 22, 9, , 1
2024/1/28, 23, 14, 5, 11, , 2
2024/1/29, 38, 18, 21, 17, , 4
2024/1/30, 40, 24, 28, 19, , 5
2024/1/31, 63, 32, 23, 28, , 5
2024/2/1, 64, 21, 32, 22, , 3
2024/2/2, 48, 16, 15, 17, , 4
2024/2/3, 40, 21, 21, 17, , 3
2024/2/4, 51, 22, 18, 15, , 4
2024/2/5, 51, 19, 49, 19, , 4
2024/2/6, 41, 20, 48, 18, , 4
2024/2/7, 58, 23, 37, 18, , 3
2024/2/8, 54, 26, 58, 17, , 4
2024/2/9, 56, 24, 41, 10, , 2
2024/2/10, 53, 17, 32, 10, , 2
2024/2/11, 48, 19, 30, 9, , 2
2024/2/12, 57, 14, 10, 10, , 2
2024/2/13, 49, 15, 18, 17, , 3
2024/2/14, 33, 11, 9, 16, , 3
2024/2/15, 29, 9, 6, 10, , 2
2024/2/16, 18, 16, 17, 13, , 2
2024/2/17, 37, 18, 44, 11, , 2
2024/2/18, 28, 11, 23, 11, , 2
2024/2/19, 23, 18, 21, 15, , 3
2024/2/20, 44, 12, 10, 13, , 2
2024/2/21, 36, , 17, 16, , 3
2024/2/22, 89, 17, 26, 16, , 3
2024/2/23, 120, 14, 26, 18, , 4
2024/2/24, 113, 18, 13, 18, , 6
2024/2/25, 63, 25, 43, 22, , 6
2024/2/26, 83, 9, 18, , , 1
2024/2/27, 59, 17, 24, , , 5
2024/2/29, 82, 3, 23, , , 4
2024/3/1, 111, 4, 17, 10, , 4
2024/3/2, 45, 16, 30, 7, , 1
2024/3/3, 33, 13, 35, 9, , 2
2024/3/4, 37, 24, 36, 18, , 2
2024/3/5, 63, 19, 20, 18, , 5
2024/3/6, 48, 13, 19, 18, , 4
2024/3/7, 40, 11, 20, 11, , 2
2024/3/8, 35, 12, 20, 15, , 4
2024/3/9, 36, 13, 20, 15, , 4
2024/3/10, 36, 12, 14, 8, , 2
2024/3/11, 37, 8, 21, 9, , 1
2024/3/12, 35, 18, 37, 13, , 2
2024/3/13, 40, 23, 39, 18, , 3
2024/3/14, 49, 35, 41, 26, , 4
2024/3/15, 70, 34, 38, 29, , 5
2024/3/16, 71, 32, 40, 28, , 6
2024/3/17, 69, 26, 31, 16, , 5
2024/3/18, 55, 17, 31, 20, , 3
2024/3/19, 44, 27, 27, 27, , 6
2024/3/20, 60, 36, 39, 26, , 6
2024/3/21, 78, 24, 24, 20, , 4
2024/3/22, 48, 8, 10, 11, , 2
2024/3/23, 23, 10, 12, 8, , 2
2024/3/24, 27, 7, 9, 9, , 1
2024/3/25, 26, 13, 26, 12, , 1
2024/3/26, 38, 14, 16, 13, , 1
2024/3/27, 43, 12, 8, 13, , 1
2024/3/28, 32, 10, 4, 17, , 4
2024/3/29, 42, , 16, 13, , 3
2024/3/30, 39, , 18, 9, , 2
2024/3/31, 39, , 49, 13, , 4
2024/4/1, 54, 26, 26, 23, , 6
2023/11/3, 23, 18, 16, 7, , 1
2023/11/4, 38, 16, 33, 13, , 3
2023/11/5, 26, 14, 24, 20, , 3
2023/11/6, 37, 18, 23, 10, , 1
2023/11/7, 38, 22, 28, 9, , 1
2023/11/8, 44, 33, 30, 14, , 2
2023/11/9, 62, 43, 48, 27, , 4
2023/11/10, 79, 27, 36, 28, , 5
2023/11/11, 57, 30, 54, 16, , 2
2023/11/12, 64, 31, 51, 22, , 6
2023/11/13, 65, 31, 53, 18, , 5
2023/11/14, 61, 24, 48, 20, , 3
2023/11/15, 51, 14, 39, 20, , 4
2023/11/16, 46, 21, 78, 9, , 2
2023/11/17, 44, 33, 34, 25, , 5
2023/11/18, 72, 32, 46, 28, , 6
2023/11/19, 58, 17, 43, 14, , 3
2023/11/20, 51, 6, 22, 10, , 3
2023/11/21, 27, 17, 26, 7, , 2
2023/11/22, 47, 22, 31, 15, , 4
2023/11/23, 49, 11, 33, 21, , 5
2023/11/24, 37, 9, 20, 17, , 5
2023/11/25, 17, 9, 11, 11, , 1
2023/11/26, 28, 15, 13, 9, , 1
2023/11/27, 47, 29, 22, 8, , 1
2023/11/28, 64, 21, 26, 20, , 4
2023/11/29, 45, 7, 27, 23, , 5
2023/11/30, 26, 13, 22, 19, , 5
2023/12/1, 35, 23, 25, 17, , 4
2023/12/2, 65, 26, 44, 20, , 4
2023/12/3, 65, 22, 45, 15, , 5
2023/12/4, 61, 19, 63, 16, , 7
2023/12/5, 47, 18, 46, 11, , 2
2023/12/6, 47, 20, 36, 12, , 2
2023/12/7, 49, 20, 34, 19, , 4
2023/12/8, 46, 8, 39, 36, , 5
2023/12/9, 28, 4, 27, 13, , 3
2023/12/10, 20, 7, 11, 8, , 1
2023/12/11, 31, 7, 23, 6, , 1
2023/12/12, 23, 9, 19, 13, , 2
2023/12/13, 30, 18, 17, 10, , 1
2023/12/14, 48, 19, 47, 14, , 2
2023/12/15, 53, 35, 38, 18, , 3
2023/12/16, 81, 37, 53, 26, , 6
2023/12/17, 87, 20, 49, 19, , 5
2023/12/18, 60, 15, 37, 14, , 3
2023/12/19, 45, 14, 42, 15, , 2
2023/12/20, 42, 9, 41, 10, , 1
2023/12/21, 28, 15, 12, 8, , 2
2023/12/22, 43, 21, 36, 12, , 2
2023/12/23, 59, 13, 12, 17, , 2
2023/12/24, 36, 9, 37, 14, , 3
2023/12/25, 37, 20, 38, 10, , 4
2023/12/26, 59, 12, 37, 12, , 4
2023/12/27, 34, 20, 20, 12, , 2
2023/12/28, 36, 25, 29, 7, , 1
2023/12/29, 43, 29, 37, 12, , 1
2023/12/30, 65, 19, 43, 19, , 5
2023/12/31, 38, 16, 23, 9, , 4
2024/1/1, 29, 20, 24, 3, , 1
2022/10/5, 35, , 15, 17, , 2
2022/10/6, 50, , 42, 17, , 2
2022/10/7, 57, , 27, 19, , 4
2022/10/9, 64, , 37, 23, , 4
2022/10/10, 85, , 38, 19, , 7
2022/10/11, 67, , 15, 26, , 6
2022/10/12, 105, , 20, 35, , 9
2022/10/13, 63, , 34, 12, , 3
2022/10/14, 69, , 32, 19, , 3
2022/10/15, 63, , 24, 20, , 3
2022/10/16, 54, , 17, 10, , 2
2022/10/17, 58, , 29, 9, , 2
2022/10/18, 66, , 23, 17, , 3
2022/10/19, 55, , 11, 16, , 3
2022/10/20, 56, , 14, 23, , 7
2022/10/21, 76, , 39, 23, , 3
2022/10/22, 58, , 24, 24, , 5
2022/10/23, 52, , 27, 12, , 2
2022/10/24, 47, , 38, 6, , 1
2022/10/25, 58, , 26, 14, , 2
2022/10/26, 29, , 35, 10, , 1
2022/10/27, 45, , 37, 21, , 3
2022/10/28, 67, , 33, 24, , 4
2022/10/29, 69, , 38, 28, , 4
2022/10/30, 67, , 41, 19, , 3
2022/10/31, 30, , 34, 9, , 1
2022/11/1, 36, , 16, 19, , 5
2022/11/2, 9, , 15, 7, , 1
2022/11/3, 14, , 11, 6, , 1
2022/11/4, 18, , 12, 8, , 1
2022/11/5, 19, , 16, 10, , 1
2022/11/6, 14, , 24, 7, , 1
2022/11/7, 16, , 22, 5, , 1
2022/11/8, 20, , 12, 10, , 1
2022/11/9, 30, , 28, 17, , 2
2022/11/10, 53, , 29, 18, , 2
2022/11/11, 64, , 52, 17, , 2
2022/11/12, 57, , 29, 19, , 2
2022/11/13, 43, , 28, 13, , 2
2022/11/14, 47, , 39, 8, , 2
2022/11/15, 46, , 27, 19, , 5
2022/11/16, 47, , 38, 14, , 2
2022/11/17, 47, , 30, 11, , 1
2022/11/18, 34, , 34, 12, , 1
2022/11/20, 34, , 30, 9, , 1
2022/11/21, 40, , 31, 10, , 2
2022/11/22, 52, , 43, 18, , 3
2022/11/23, 47, , 22, 14, , 3
2022/11/24, 37, , 30, 23, , 6
2022/11/25, 15, , 29, 14, , 2
2022/11/26, 13, , 15, 11, , 1
2022/11/27, 12, , 29, 13, , 2
2022/11/28, 24, , 27, 8, , 1
2022/11/29, 29, , 21, 20, , 3
2022/11/30, 22, , 20, 19, , 2
2022/12/1, 33, , 14, 24, , 4
2022/12/2, 25, , 25, 22, , 3
2022/12/3, 45, , 34, 18, , 4
2022/12/4, 37, , 19, 21, , 5
2022/12/5, 14, , 15, 10, , 3
2022/12/6, 14, , 4, 14, , 5
2022/12/7, 13, 8, 5, 17, , 5
2022/12/8, 17, 17, 14, 17, , 3
2022/7/2, 110, 41, 24, 59, , 9
2022/7/3, 83, 40, 34, , , 8
2022/7/4, 84, 50, 20, , , 13
2022/7/5, 99, 48, 22, , , 12
2022/7/6, 92, 53, 11, 35, , 14
2022/7/7, 108, 44, 17, 23, , 14
2022/7/8, 87, 53, 1, 33, , 29
2022/7/9, 98, 31, 27, 29, , 4
2022/7/10, 66, 26, 19, , , 6
2022/7/11, 55, 31, 19, 21, , 5
2022/7/12, 52, 32, 16, , , 4
2022/7/13, 41, 19, 11, 14, , 2
2022/7/14, 27, 28, 18, 19, , 6
2022/7/15, 53, 47, 19, 24, , 12
2022/7/16, 86, 52, 307, 35, , 34
2022/7/17, 91, 31, 21, 8, , 3
2022/7/18, 47, 24, 14, 13, , 2
2022/7/19, 38, 19, 22, 18, , 3
2022/7/20, 46, 17, 19, 12, , 1
2022/7/21, 37, 30, 22, 23, , 6
2022/7/22, 56, 47, 28, 33, , 12
2022/7/23, 106, 48, 41, 29, , 12
2022/7/24, 112, 47, 44, 24, , 11
2022/7/25, 116, 46, 33, 31, , 9
2022/7/26, 107, 46, 24, 23, , 7
2022/7/27, 109, 41, 24, 24, , 5
2022/7/28, 91, 56, 29, 25, , 9
2022/7/29, 105, 33, 7, 23, , 5
2022/7/30, 52, 20, 19, 12, , 2
2022/7/31, 39, 22, 32, 12, , 3
2022/8/1, 54, 32, 19, 24, , 6
2022/8/2, 85, 46, 35, 26, , 12
2022/8/3, 110, 45, 34, 27, , 6
2022/8/4, 93, 56, 25, 30, , 9
2022/8/5, 100, 40, 14, 23, , 6
2022/8/6, 75, 20, 15, 10, , 2
2022/8/7, 41, 17, 11, 13, , 4
2022/8/8, 50, 17, 15, 19, , 4
2022/8/9, 39, 28, 13, 20, , 7
2022/8/10, 57, 18, 14, 11, , 3
2022/8/11, 37, 11, 13, 13, , 2
2022/8/12, 30, 13, 16, 11, , 1
2022/8/13, 38, 28, 25, 16, , 3
2022/8/14, 53, 30, 35, 15, , 4
2022/8/15, 70, 37, 26, 23, , 5
2022/8/16, 75, 34, 25, 22, , 3
2022/8/17, 75, 33, 18, 24, , 5
2022/8/18, 48, 38, 19, 23, , 7
2022/8/19, 70, 12, 17, 9, , 1
2022/8/20, 13, 9, 17, 6, , 1
2022/8/21, 21, 12, 21, 5, , 
2022/8/22, 34, 17, 19, 11, , 
2022/8/23, 43, 24, 24, 13, , 
2022/8/24, 63, 30, 24, 19, , 
2022/8/25, 70, 32, 19, 20, , 
2022/8/26, 77, 39, 22, 25, , 6
2022/8/27, 78, 44, 32, 25, , 9
